SURVIVAL_TYPE|CANCER_GROUP_SITE|PERIOD_YEARS|SEX|YEARS_AFTER_DIAGNOSIS|AGE_GROUP_YEARS|SURVIVAL|95_CI_LOWER_BOUND|95_CI_UPPER_BOUND
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|2|All ages combined|0.793|0.763|0.819
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|3|00–04|0.948|0.912|0.97
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|3|05–09|0.971|0.925|0.989
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|3|10–14|0.885|0.773|0.943
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|3|15–19|0.762|0.611|0.86
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|3|20–24|0.807|0.596|0.915
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|3|25–29|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|3|30–34|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|3|35–39|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|3|40–44|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|3|45–49|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|3|50–54|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|3|55–59|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|3|60–64|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|3|65–69|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|3|70–74|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|3|75–79|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|3|80–84|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|3|85+|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|3|All ages combined|0.749|0.717|0.778
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|4|00–04|0.944|0.907|0.967
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|4|05–09|0.971|0.925|0.989
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|4|10–14|0.885|0.773|0.944
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|4|15–19|0.715|0.56|0.824
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|4|20–24|0.774|0.565|0.892
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|4|25–29|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|4|30–34|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|4|35–39|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|4|40–44|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|4|45–49|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|4|50–54|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|4|55–59|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|4|60–64|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|4|65–69|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|4|70–74|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|4|75–79|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|4|80–84|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|4|85+|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|4|All ages combined|0.733|0.701|0.762
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|5|00–04|0.944|0.907|0.967
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|5|05–09|0.971|0.925|0.989
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|5|10–14|0.885|0.773|0.944
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|5|15–19|0.692|0.536|0.805
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|5|20–24|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|5|25–29|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|5|30–34|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|5|35–39|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|5|40–44|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|5|45–49|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|5|50–54|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|5|55–59|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|5|60–64|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|5|65–69|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|5|70–74|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|5|75–79|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|5|80–84|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|5|85+|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Females|5|All ages combined|0.725|0.692|0.755
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|1|00–04|0.969|0.949|0.981
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|1|05–09|0.99|0.969|0.997
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|1|10–14|0.937|0.887|0.966
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|1|15–19|0.92|0.857|0.956
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|1|20–24|0.892|0.803|0.942
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|1|25–29|0.901|0.792|0.954
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|1|30–34|0.892|0.759|0.953
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|1|35–39|0.828|0.711|0.901
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|1|40–44|0.816|0.677|0.9
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|1|45–49|0.855|0.747|0.919
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|1|50–54|0.785|0.67|0.864
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|1|55–59|0.796|0.681|0.874
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|1|60–64|0.778|0.655|0.862
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|1|65–69|0.635|0.511|0.736
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|1|70–74|0.515|0.385|0.63
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|1|75–79|0.43|0.299|0.555
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|1|80–84|0.307|0.172|0.454
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|1|85+|||
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|1|All ages combined|0.86|0.844|0.875
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|2|00–04|0.959|0.938|0.973
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|2|05–09|0.98|0.955|0.991
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|2|10–14|0.894|0.836|0.933
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|2|15–19|0.876|0.806|0.922
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|2|20–24|0.808|0.706|0.878
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|2|25–29|0.85|0.732|0.919
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|2|30–34|0.782|0.632|0.876
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|2|35–39|0.748|0.622|0.837
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|2|40–44|0.707|0.555|0.815
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|2|45–49|0.732|0.604|0.825
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|2|50–54|0.678|0.557|0.772
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|2|55–59|0.608|0.483|0.712
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|2|60–64|0.567|0.439|0.677
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|2|65–69|0.426|0.31|0.537
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|2|70–74|0.374|0.256|0.491
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|2|75–79|||
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|2|80–84|||
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|2|85+|||
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|2|All ages combined|0.795|0.776|0.812
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|3|00–04|0.949|0.927|0.965
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|3|05–09|0.973|0.947|0.986
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|3|10–14|0.882|0.821|0.923
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|3|15–19|0.818|0.741|0.874
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|3|20–24|0.797|0.694|0.869
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|3|25–29|0.833|0.712|0.906
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|3|30–34|0.695|0.54|0.807
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|3|35–39|0.702|0.574|0.798
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|3|40–44|0.662|0.509|0.778
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|3|45–49|0.689|0.554|0.791
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|3|50–54|0.557|0.436|0.662
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|3|55–59|0.474|0.352|0.586
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|3|60–64|0.505|0.378|0.618
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|3|65–69|0.317|0.214|0.425
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|3|70–74|0.284|0.18|0.397
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|3|75–79|||
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|3|80–84|||
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|3|85+|||
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|3|All ages combined|0.757|0.737|0.776
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|4|00–04|0.946|0.922|0.962
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|4|05–09|0.97|0.942|0.984
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|4|10–14|0.876|0.814|0.918
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|4|15–19|0.779|0.697|0.841
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|4|20–24|0.786|0.682|0.859
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|4|25–29|0.833|0.712|0.906
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|4|30–34|0.635|0.481|0.755
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|4|35–39|0.672|0.543|0.772
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|4|40–44|0.615|0.46|0.738
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|4|45–49|0.614|0.467|0.731
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|4|50–54|0.557|0.436|0.662
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|4|55–59|0.437|0.316|0.551
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|4|60–64|0.43|0.309|0.545
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|4|65–69|0.258|0.165|0.36
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|4|70–74|||
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|4|75–79|||
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|4|80–84|||
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|4|85+|||
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|4|All ages combined|0.737|0.716|0.756
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|5|00–04|0.94|0.916|0.957
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|5|05–09|0.966|0.938|0.982
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|5|10–14|0.876|0.814|0.918
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|5|15–19|0.771|0.689|0.834
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|5|20–24|0.775|0.67|0.85
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|5|25–29|0.833|0.712|0.906
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|5|30–34|0.635|0.481|0.755
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|5|35–39|0.658|0.529|0.759
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|5|40–44|0.615|0.46|0.738
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|5|45–49|0.584|0.434|0.708
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|5|50–54|0.531|0.412|0.637
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|5|55–59|0.418|0.297|0.534
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|5|60–64|0.373|0.258|0.487
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|5|65–69|0.243|0.153|0.345
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|5|70–74|||
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|5|75–79|||
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|5|80–84|||
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|5|85+|||
Observed|Acute lymphoblastic leukaemia|2015–2019|Persons|5|All ages combined|0.727|0.707|0.747
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|1|00–04|0.969|0.95|0.981
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|1|05–09|0.99|0.969|0.997
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|1|10–14|0.937|0.887|0.966
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|1|15–19|0.92|0.857|0.956
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|1|20–24|0.892|0.803|0.943
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|1|25–29|0.901|0.793|0.955
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|1|30–34|0.892|0.76|0.954
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|1|35–39|0.829|0.712|0.902
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|1|40–44|0.817|0.678|0.901
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|1|45–49|0.856|0.748|0.921
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|1|50–54|0.788|0.672|0.867
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|1|55–59|0.8|0.684|0.878
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|1|60–64|0.783|0.659|0.868
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|1|65–69|0.642|0.516|0.743
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|1|70–74|0.523|0.391|0.641
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|1|75–79|0.442|0.308|0.57
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|1|80–84|0.324|0.182|0.479
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|1|85+|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|1|All ages combined|0.864|0.848|0.879
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|2|00–04|0.959|0.938|0.973
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|2|05–09|0.98|0.955|0.991
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|2|10–14|0.895|0.836|0.933
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|2|15–19|0.877|0.807|0.923
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|2|20–24|0.809|0.707|0.879
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|2|25–29|0.851|0.732|0.92
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|2|30–34|0.783|0.633|0.877
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|2|35–39|0.749|0.623|0.839
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|2|40–44|0.709|0.557|0.817
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|2|45–49|0.735|0.606|0.828
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|2|50–54|0.682|0.56|0.777
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|2|55–59|0.613|0.487|0.718
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|2|60–64|0.575|0.445|0.686
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|2|65–69|0.435|0.317|0.548
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|2|70–74|0.386|0.265|0.508
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|2|75–79|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|2|80–84|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|2|85+|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|2|All ages combined|0.801|0.782|0.818
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|3|00–04|0.95|0.927|0.966
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|3|05–09|0.973|0.947|0.987
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|3|10–14|0.882|0.822|0.923
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|3|15–19|0.819|0.742|0.875
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|3|20–24|0.798|0.695|0.87
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|3|25–29|0.835|0.713|0.908
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|3|30–34|0.697|0.542|0.808
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|3|35–39|0.704|0.575|0.801
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|3|40–44|0.665|0.511|0.781
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|3|45–49|0.694|0.557|0.796
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|3|50–54|0.563|0.441|0.669
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|3|55–59|0.48|0.357|0.594
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|3|60–64|0.516|0.387|0.632
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|3|65–69|0.328|0.221|0.439
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|3|70–74|0.299|0.19|0.418
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|3|75–79|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|3|80–84|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|3|85+|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|3|All ages combined|0.765|0.745|0.783
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|4|00–04|0.946|0.923|0.963
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|4|05–09|0.97|0.943|0.984
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|4|10–14|0.877|0.815|0.919
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|4|15–19|0.78|0.698|0.842
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|4|20–24|0.787|0.683|0.861
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|4|25–29|0.835|0.714|0.909
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|4|30–34|0.637|0.483|0.757
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|4|35–39|0.675|0.545|0.775
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|4|40–44|0.619|0.463|0.743
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|4|45–49|0.619|0.471|0.737
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|4|50–54|0.565|0.442|0.671
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|4|55–59|0.445|0.322|0.562
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|4|60–64|0.443|0.319|0.562
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|4|65–69|0.27|0.173|0.377
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|4|70–74|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|4|75–79|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|4|80–84|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|4|85+|||
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|4|All ages combined|0.745|0.725|0.765
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|5|00–04|0.941|0.916|0.958
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|5|05–09|0.967|0.938|0.982
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|5|10–14|0.877|0.815|0.919
Relative|Acute lymphoblastic leukaemia|2015–2019|Persons|5|15–19|0.772|0.69|0.835
