DATA_TYPE|CANCER_GROUP_SITE|YEAR|SEX|STATE_OR_TERRITORY|COUNT
Incidence|Thyroid cancer|2019|Males|Australian Capital Territory|14
Incidence|Thyroid cancer|2019|Males|Northern Territory|6
Incidence|Thyroid cancer|2019|Males|Australia|1038
Incidence|Thyroid cancer|2019|Females|New South Wales|985
Incidence|Thyroid cancer|2019|Females|Victoria|500
Incidence|Thyroid cancer|2019|Females|Queensland|480
Incidence|Thyroid cancer|2019|Females|Western Australia|253
Incidence|Thyroid cancer|2019|Females|South Australia|131
Incidence|Thyroid cancer|2019|Females|Tasmania|24
Incidence|Thyroid cancer|2019|Females|Australian Capital Territory|30
Incidence|Thyroid cancer|2019|Females|Northern Territory|16
Incidence|Thyroid cancer|2019|Females|Australia|2428
Incidence|Thyroid cancer|2019|Persons|New South Wales|1382
Incidence|Thyroid cancer|2019|Persons|Victoria|739
Incidence|Thyroid cancer|2019|Persons|Queensland|698
Incidence|Thyroid cancer|2019|Persons|Western Australia|359
Incidence|Thyroid cancer|2019|Persons|South Australia|179
Incidence|Thyroid cancer|2019|Persons|Tasmania|34
Incidence|Thyroid cancer|2019|Persons|Australian Capital Territory|44
Incidence|Thyroid cancer|2019|Persons|Northern Territory|22
Incidence|Thyroid cancer|2019|Persons|Australia|3466
Incidence|Tongue cancer|2019|Males|New South Wales|234
Incidence|Tongue cancer|2019|Males|Victoria|198
Incidence|Tongue cancer|2019|Males|Queensland|197
Incidence|Tongue cancer|2019|Males|Western Australia|70
Incidence|Tongue cancer|2019|Males|South Australia|53
Incidence|Tongue cancer|2019|Males|Tasmania|19
Incidence|Tongue cancer|2019|Males|Australian Capital Territory|11
Incidence|Tongue cancer|2019|Males|Northern Territory|8
Incidence|Tongue cancer|2019|Males|Australia|785
Incidence|Tongue cancer|2019|Females|New South Wales|109
Incidence|Tongue cancer|2019|Females|Victoria|62
Incidence|Tongue cancer|2019|Females|Queensland|61
Incidence|Tongue cancer|2019|Females|Western Australia|27
Incidence|Tongue cancer|2019|Females|South Australia|23
Incidence|Tongue cancer|2019|Females|Tasmania|7
Incidence|Tongue cancer|2019|Females|Australian Capital Territory|4
Incidence|Tongue cancer|2019|Females|Northern Territory|2
Incidence|Tongue cancer|2019|Females|Australia|296
Incidence|Tongue cancer|2019|Persons|New South Wales|343
Incidence|Tongue cancer|2019|Persons|Victoria|260
Incidence|Tongue cancer|2019|Persons|Queensland|258
Incidence|Tongue cancer|2019|Persons|Western Australia|97
Incidence|Tongue cancer|2019|Persons|South Australia|76
Incidence|Tongue cancer|2019|Persons|Tasmania|26
Incidence|Tongue cancer|2019|Persons|Australian Capital Territory|15
Incidence|Tongue cancer|2019|Persons|Northern Territory|10
Incidence|Tongue cancer|2019|Persons|Australia|1081
Incidence|Unknown primary site (cancer of)|2019|Males|New South Wales|463
Incidence|Unknown primary site (cancer of)|2019|Males|Victoria|267
Incidence|Unknown primary site (cancer of)|2019|Males|Queensland|284
Incidence|Unknown primary site (cancer of)|2019|Males|Western Australia|293
Incidence|Unknown primary site (cancer of)|2019|Males|South Australia|131
Incidence|Unknown primary site (cancer of)|2019|Males|Tasmania|52
Incidence|Unknown primary site (cancer of)|2019|Males|Australian Capital Territory|17
Incidence|Unknown primary site (cancer of)|2019|Males|Northern Territory|9
Incidence|Unknown primary site (cancer of)|2019|Males|Australia|1503
Incidence|Unknown primary site (cancer of)|2019|Females|New South Wales|379
Incidence|Unknown primary site (cancer of)|2019|Females|Victoria|249
Incidence|Unknown primary site (cancer of)|2019|Females|Queensland|236
Incidence|Unknown primary site (cancer of)|2019|Females|Western Australia|229
Incidence|Unknown primary site (cancer of)|2019|Females|South Australia|120
Incidence|Unknown primary site (cancer of)|2019|Females|Tasmania|47
Incidence|Unknown primary site (cancer of)|2019|Females|Australian Capital Territory|14
Incidence|Unknown primary site (cancer of)|2019|Females|Northern Territory|7
Incidence|Unknown primary site (cancer of)|2019|Females|Australia|1283
Incidence|Unknown primary site (cancer of)|2019|Persons|New South Wales|842
Incidence|Unknown primary site (cancer of)|2019|Persons|Victoria|516
Incidence|Unknown primary site (cancer of)|2019|Persons|Queensland|520
Incidence|Unknown primary site (cancer of)|2019|Persons|Western Australia|522
Incidence|Unknown primary site (cancer of)|2019|Persons|South Australia|251
Incidence|Unknown primary site (cancer of)|2019|Persons|Tasmania|99
Incidence|Unknown primary site (cancer of)|2019|Persons|Australian Capital Territory|30
Incidence|Unknown primary site (cancer of)|2019|Persons|Northern Territory|16
Incidence|Unknown primary site (cancer of)|2019|Persons|Australia|2786
Incidence|Uterine cancer|2019|Females|New South Wales|923
Incidence|Uterine cancer|2019|Females|Victoria|773
Incidence|Uterine cancer|2019|Females|Queensland|607
Incidence|Uterine cancer|2019|Females|Western Australia|246
Incidence|Uterine cancer|2019|Females|South Australia|234
Incidence|Uterine cancer|2019|Females|Tasmania|74
Incidence|Uterine cancer|2019|Females|Australian Capital Territory|47
Incidence|Uterine cancer|2019|Females|Northern Territory|19
Incidence|Uterine cancer|2019|Females|Australia|2931
Incidence|Uterine cancer|2019|Persons|New South Wales|923
Incidence|Uterine cancer|2019|Persons|Victoria|773
Incidence|Uterine cancer|2019|Persons|Queensland|607
Incidence|Uterine cancer|2019|Persons|Western Australia|246
Incidence|Uterine cancer|2019|Persons|South Australia|234
Incidence|Uterine cancer|2019|Persons|Tasmania|74
Incidence|Uterine cancer|2019|Persons|Australian Capital Territory|47
Incidence|Uterine cancer|2019|Persons|Northern Territory|19
Incidence|Uterine cancer|2019|Persons|Australia|2931
Incidence|Vaginal cancer|2019|Females|New South Wales|35
Incidence|Vaginal cancer|2019|Females|Victoria|15
Incidence|Vaginal cancer|2019|Females|Queensland|29
Incidence|Vaginal cancer|2019|Females|Western Australia|9
Incidence|Vaginal cancer|2019|Females|South Australia|6
Incidence|Vaginal cancer|2019|Females|Tasmania|0
Incidence|Vaginal cancer|2019|Females|Australian Capital Territory|0
Incidence|Vaginal cancer|2019|Females|Northern Territory|1
Incidence|Vaginal cancer|2019|Females|Australia|94
Incidence|Vaginal cancer|2019|Persons|New South Wales|35
Incidence|Vaginal cancer|2019|Persons|Victoria|15
Incidence|Vaginal cancer|2019|Persons|Queensland|29
Incidence|Vaginal cancer|2019|Persons|Western Australia|9
Incidence|Vaginal cancer|2019|Persons|South Australia|6
Incidence|Vaginal cancer|2019|Persons|Tasmania|0
Incidence|Vaginal cancer|2019|Persons|Australian Capital Territory|0
Incidence|Vaginal cancer|2019|Persons|Northern Territory|1
Incidence|Vaginal cancer|2019|Persons|Australia|94
Incidence|Vulvar cancer|2019|Females|New South Wales|134
Incidence|Vulvar cancer|2019|Females|Victoria|89
Incidence|Vulvar cancer|2019|Females|Queensland|90
Incidence|Vulvar cancer|2019|Females|Western Australia|32
Incidence|Vulvar cancer|2019|Females|South Australia|32
Incidence|Vulvar cancer|2019|Females|Tasmania|17
Incidence|Vulvar cancer|2019|Females|Australian Capital Territory|3
Incidence|Vulvar cancer|2019|Females|Northern Territory|3
Incidence|Vulvar cancer|2019|Females|Australia|398
Incidence|Vulvar cancer|2019|Persons|New South Wales|134
Incidence|Vulvar cancer|2019|Persons|Victoria|89
Incidence|Vulvar cancer|2019|Persons|Queensland|90
Incidence|Vulvar cancer|2019|Persons|Western Australia|32
Incidence|Vulvar cancer|2019|Persons|South Australia|32
Incidence|Vulvar cancer|2019|Persons|Tasmania|17
Incidence|Vulvar cancer|2019|Persons|Australian Capital Territory|3
Incidence|Vulvar cancer|2019|Persons|Northern Territory|3
Incidence|Vulvar cancer|2019|Persons|Australia|398
